ubigeo,departamento,provincia,distrito,c1_rows,atenciones_missing_share,atendidos_missing_share,total_emergency_attentions,total_emergency_attended,total_populated_centers,matched_centers,coverage_share,mean_distance_km,median_distance_km,share_over_20km,share_over_30km,q1_territorial_availability_score,q2_settlement_access_score,q2_observed_settlement_access_score,q3_baseline_combined_score,q4_alternative_combined_score,baseline_rank_best_to_worst,alternative_rank_best_to_worst,rank_shift_alt_minus_base,abs_rank_shift,q1_missing_dominant,q1_reported_zero_activity,q2_no_matched_centers,q2_observed_low_access,q4_observed_no_matched_centers,q3_low_score_cause,q3_baseline_level,q4_alternative_level,facility_component,activity_component,distance_component,remote_tail_component,coverage_component,matched_centers_observed,coverage_share_observed,mean_distance_km_observed,median_distance_km_observed,share_over_20km_observed,share_over_30km_observed,distance_component_observed,remote_tail_component_observed
151023,LIMA,YAUYOS,PUTINZA,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,62.22841094760362,61.87175194948352,1.0,1.0,0.0319556292752363,0.1808142603281781,0.6199819597967995,0.1063849448017072,0.3259687945360179,1834,1329,505,505,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2583060861831117,0.0,1.0,15.0,1.0,25.176502127148108,24.939470438374173,1.0,0.0,0.4571170854239994,1.0
151022,LIMA,YAUYOS,OMAS,0.0,0.0,0.0,0.0,0.0,42.0,42.0,1.0,61.5388717265536,61.75643312813823,1.0,1.0,0.0319556292752363,0.1810525615466405,0.25923822573405186,0.1065040954109384,0.1455969275046441,1833,1742,91,91,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2586465164952007,0.0,1.0,42.0,1.0,42.53307237960539,41.6743530058945,1.0,1.0,0.37034032247721693,0.0
040607,AREQUIPA,CONDESUYOS,SALAMANCA,4.0,1.0,1.0,0.0,0.0,75.0,75.0,1.0,69.03131221065487,71.35732043767065,1.0,1.0,0.0506484740881968,0.1625744579616075,0.19481128153238167,0.10661146602490215,0.12272987781028924,1832,1831,1,1,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2322492256594392,0.0,1.0,75.0,1.0,68.91449688413809,71.35732043767065,1.0,1.0,0.27830183076054527,0.0
180211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1.0,60.09547694036285,61.326418825201074,1.0,1.0,0.0319556292752363,0.1819450443751738,0.17965358454357383,0.10695033682520505,0.10580460690940506,1831,1855,-24,24,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.259921491964534,0.0,1.0,28.0,1.0,81.78754798027306,80.9282036965127,1.0,1.0,0.2566479779193912,0.0
150903,LIMA,OYON,CAUJUL,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1.0,60.33270261673357,60.67412131334751,1.0,1.0,0.0319556292752363,0.1833106936636478,0.6949232631909499,0.10763316146944205,0.3634394462330931,1830,1045,785,785,False,False,False,True,False,Observed low geospatial access,Very low availability,Medium availability,0.0639112585504727,0.0,0.2618724195194969,0.0,1.0,32.0,1.0,13.568445461273289,13.035300043349428,0.0,0.0,0.5641760902727855,1.0
151024,LIMA,YAUYOS,QUINCHES,0.0,0.0,0.0,0.0,0.0,46.0,46.0,1.0,59.68684692993311,59.751638135842605,1.0,1.0,0.0319556292752363,0.1852668650387401,0.21796278929289212,0.1086112471569882,0.1249592092840642,1829,1825,4,4,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.264666950055343,0.0,1.0,46.0,1.0,58.787083442744844,58.85205408083452,1.0,1.0,0.3113754132755602,0.0
040404,AREQUIPA,CASTILLA,CHACHAS,4.0,1.0,1.0,0.0,0.0,142.0,142.0,1.0,64.93819902092329,68.50651839103011,1.0,1.0,0.0506484740881968,0.1677920107960867,0.19962381649898805,0.10922024244214175,0.12513614529359243,1828,1824,4,4,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2397028725658382,0.0,1.0,142.0,1.0,64.92881042443258,68.55897391499695,1.0,1.0,0.2851768807128401,0.0
040402,AREQUIPA,CASTILLA,ANDAGUA,4.0,1.0,1.0,0.0,0.0,36.0,36.0,1.0,68.81414625808912,68.50467602225704,1.0,1.0,0.0506484740881968,0.1677954514407361,0.20049789823710634,0.10922196276446645,0.12557318616265156,1827,1820,7,7,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2397077877724801,0.0,1.0,36.0,1.0,68.37268031579475,68.0624591114852,1.0,1.0,0.2864255689101519,0.0
151015,LIMA,YAUYOS,HUANGASCAR,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1.0,59.341898619905976,59.16924167850071,1.0,1.0,0.0319556292752363,0.1865172214232929,0.6265019044094744,0.1092364253492646,0.32922876684235536,1826,1315,511,511,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.266453173461847,0.0,1.0,58.0,1.0,23.382975889734425,23.5897772774566,0.9655172413793104,0.0,0.46643129201353495,1.0
230203,TACNA,CANDARAVE,CAMILACA,0.0,0.0,0.0,0.0,0.0,46.0,46.0,1.0,58.090956120962126,59.014879269659104,1.0,1.0,0.0319556292752363,0.1868506537680173,0.21763129898483297,0.10940314152162679,0.12479346413003463,1825,1827,-2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2669295053828819,0.0,1.0,46.0,1.0,58.090956120962126,59.014879269659104,1.0,1.0,0.3109018556926185,0.0
150804,LIMA,HUAURA,CHECRAS,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1.0,59.1055510960258,58.753134952317794,1.0,1.0,0.0319556292752363,0.1874180025617697,0.6974390410029246,0.10968681591850299,0.3646973351390805,1824,1034,790,790,False,False,False,True,False,Observed low geospatial access,Very low availability,Medium availability,0.0639112585504727,0.0,0.267740003659671,0.0,1.0,28.0,1.0,12.619133371410499,12.748878235114528,0.10714285714285714,0.0,0.5677700585756067,1.0
151020,LIMA,YAUYOS,MADEAN,0.0,0.0,0.0,0.0,0.0,105.0,105.0,1.0,57.556942247499904,58.45273857238889,1.0,1.0,0.0319556292752363,0.1880722032417577,0.660843029240344,0.11001391625849699,0.34639932925779016,1823,1208,615,615,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2686745760596539,0.0,1.0,105.0,1.0,17.064023621752614,17.557687292066607,0.18095238095238095,0.0,0.5154900417719201,1.0
151033,LIMA,YAUYOS,VITIS,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.0,58.11017094400309,58.43894976287081,1.0,1.0,0.0319556292752363,0.1881023116857384,0.21880787771053886,0.11002897048048735,0.12538175349288758,1822,1822,0,0,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2687175881224835,0.0,1.0,21.0,1.0,58.16139118310928,58.43894976287081,1.0,1.0,0.31258268244362697,0.0
151006,LIMA,YAUYOS,CACRA,0.0,0.0,0.0,0.0,0.0,45.0,45.0,1.0,67.4067318740501,67.57712931198894,1.0,1.0,0.0506484740881968,0.1695393406766377,0.378603045026182,0.11009390738241726,0.21462575955718938,1821,1533,288,288,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2421990581094825,0.0,1.0,45.0,1.0,35.15253618222518,37.45654565436413,0.9777777777777777,0.6444444444444445,0.3884805405135934,0.3555555555555555
151008,LIMA,YAUYOS,CATAHUASI,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.0,58.84995403807012,58.25690806248821,1.0,1.0,0.0319556292752363,0.1885004634937621,0.6496066814895847,0.11022804638449919,0.3407811553824105,1820,1256,564,564,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2692863764196602,0.0,1.0,26.0,1.0,20.008118711651317,19.347802250100685,0.23076923076923078,0.0,0.4994381164136925,1.0
230407,TACNA,TARATA,TARUCACHI,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,57.78550000980728,58.076001773308775,1.0,1.0,0.0319556292752363,0.1888973455748881,0.21955522244982037,0.1104264874250622,0.12575542586252833,1819,1819,0,0,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2698533508212688,0.0,1.0,10.0,1.0,57.78550000980728,58.076001773308775,1.0,1.0,0.3136503177854577,0.0
040406,AREQUIPA,CASTILLA,CHOCO,2.0,1.0,1.0,0.0,0.0,119.0,119.0,1.0,56.767977621681055,57.78162124783894,1.0,1.0,0.0319556292752363,0.1895457789098941,0.22016476029255272,0.1107507040925652,0.12606019478389452,1818,1818,0,0,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2707796841569917,0.0,1.0,119.0,1.0,56.76483460890317,57.78162124783894,1.0,1.0,0.3145210861322182,0.0
151017,LIMA,YAUYOS,HUAÑEC,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,57.90471763503111,57.39894976773358,1.0,1.0,0.0319556292752363,0.1903935626088749,0.2209616907078831,0.1111745959420556,0.1264586599915597,1817,1817,0,0,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2719908037269641,0.0,1.0,15.0,1.0,57.90471763503111,57.39894976773358,1.0,1.0,0.3156595581541187,0.0
040806,AREQUIPA,LA UNION,PUYCA,4.0,1.0,1.0,0.0,0.0,168.0,168.0,1.0,66.45561730917159,66.31903631984869,1.0,1.0,0.0506484740881968,0.1719427679192908,0.19319042187828553,0.11129562100374381,0.12191944798324117,1816,1834,-18,18,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1012969481763936,0.0,0.2456325255989869,0.0,1.0,168.0,1.0,70.06014586686055,72.324923593297,1.0,1.0,0.27598631696897935,0.0
160801,LORETO,PUTUMAYO,PUTUMAYO,0.0,0.0,0.0,0.0,0.0,41.0,41.0,1.0,136.57698234144092,125.5391824630072,1.0,1.0,0.13325257745163,0.0900232525649832,0.12661197277123773,0.1116379150083066,0.12993227511143385,1815,1803,12,12,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.26650515490326,0.0,0.1286046465214047,0.0,1.0,41.0,1.0,138.83387132362208,125.5391824630072,1.0,1.0,0.1808742468160539,0.0
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,2.0,1.0,1.0,0.0,0.0,66.0,66.0,1.0,56.49376226775166,56.83268944036783,1.0,1.0,0.0319556292752363,0.1916583229549548,0.22135093119369262,0.11180697611509555,0.12665328023446445,1814,1816,-2,2,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2737976042213641,0.0,1.0,66.0,1.0,58.73962736689633,57.212950113666224,1.0,1.0,0.31621561599098946,0.0
040810,AREQUIPA,LA UNION,TOMEPAMPA,2.0,1.0,1.0,0.0,0.0,15.0,15.0,1.0,56.62745242533887,56.82707672287823,1.0,1.0,0.0319556292752363,0.1916709210217067,0.22216242831546826,0.1118132751484715,0.12705902879535227,1813,1815,-2,2,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.273815601459581,0.0,1.0,15.0,1.0,56.62745242533887,56.82707672287823,1.0,1.0,0.3173748975935261,0.0
040203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,2.0,1.0,1.0,0.0,0.0,24.0,24.0,1.0,71.42605992184752,72.32606393340649,1.0,1.0,0.0639112585504727,0.1608481502496241,0.19319540319018547,0.1123797044000484,0.12855333087032908,1812,1809,3,3,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1278225171009454,0.0,0.2297830717851773,0.0,1.0,24.0,1.0,71.41288718992426,72.3219301701466,1.0,1.0,0.2759934331288364,0.0
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.0,54.60005726069858,55.722945647470894,1.0,1.0,0.0319556292752363,0.1941732933956647,0.23526933998838298,0.11306446133545049,0.13361248463180964,1811,1793,18,18,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2773904191366638,0.0,1.0,24.0,1.0,50.115492604406334,50.93733527385488,1.0,1.0,0.3360990571262614,0.0
040308,AREQUIPA,CARAVELI,CHAPARRA,0.0,0.0,0.0,0.0,0.0,79.0,79.0,1.0,64.70820068247353,64.50746978612979,1.0,1.0,0.0506484740881968,0.1754836340020059,0.20709473498364356,0.11306605404510135,0.12887160453592017,1810,1808,2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2506909057171513,0.0,1.0,79.0,1.0,63.34466267042045,64.42772878579561,1.0,1.0,0.2958496214052051,0.0
160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,0.0,0.0,0.0,0.0,0.0,56.0,56.0,1.0,82.57482115580264,82.0415133191494,1.0,1.0,0.0826041033634331,0.1446975374493081,0.05756788450866154,0.1136508204063706,0.07008599393604732,1809,1873,-64,64,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1652082067268663,0.0,0.2067107677847259,0.0,1.0,56.0,1.0,221.7625577577201,221.8303825971797,1.0,1.0,0.08223983501237364,0.0
090608,HUANCAVELICA,HUAYTARA,QUERCO,2.0,1.0,1.0,0.0,0.0,146.0,146.0,1.0,54.3950395735513,55.04240446154907,1.0,1.0,0.0319556292752363,0.1957400338065578,0.223403054988318,0.11384783154089705,0.12767934213177715,1808,1813,-5,5,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.279628619723654,0.0,1.0,146.0,1.0,56.0275425188913,56.24208737430881,1.0,1.0,0.3191472214118829,0.0
160105,LORETO,MAYNAS,LAS AMAZONAS,0.0,0.0,0.0,0.0,0.0,81.0,81.0,1.0,84.54815231442399,76.53798375912912,1.0,1.0,0.0741986734039763,0.1535984467172232,0.18637368550688904,0.11389856006059976,0.13028617945543267,1807,1801,6,6,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2194263524531761,0.0,1.0,81.0,1.0,84.61031069034435,76.53798375912912,1.0,1.0,0.26624812215269866,0.0
151005,LIMA,YAUYOS,AZANGARO,0.0,0.0,0.0,0.0,0.0,96.0,96.0,1.0,54.85845002938919,54.75975890204215,1.0,1.0,0.0319556292752363,0.1963963391144728,0.6327447096886712,0.11417598419485454,0.3323501694819538,1806,1296,510,510,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2805661987349612,0.0,1.0,96.0,1.0,22.172501269055402,22.363317434551426,0.8333333333333334,0.0,0.4753495852695304,1.0
151018,LIMA,YAUYOS,LARAOS,0.0,0.0,0.0,0.0,0.0,88.0,88.0,1.0,54.50453032943803,54.67913849293083,1.0,1.0,0.0319556292752363,0.1965841502328219,0.242806543547028,0.1142698897540291,0.13738108641113214,1805,1774,31,31,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2808345003326028,0.0,1.0,88.0,1.0,50.87119080719037,47.82614227630289,1.0,1.0,0.3468664907814686,0.0
040507,AREQUIPA,CAYLLOMA,HUAMBO,2.0,1.0,1.0,0.0,0.0,53.0,53.0,1.0,51.77239798687821,54.572973676342905,1.0,1.0,0.0319556292752363,0.1968318841742914,0.22753835672999873,0.11439375672476385,0.12974699300261752,1804,1805,-1,1,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2811884059632735,0.0,1.0,53.0,1.0,51.542899854810884,54.33458247364745,1.0,1.0,0.3250547953285696,0.0
160302,LORETO,LORETO,PARINARI,0.0,0.0,0.0,0.0,0.0,53.0,53.0,1.0,77.15458883325778,75.6733676203403,1.0,1.0,0.0741986734039763,0.1550539881663838,0.12030776715921174,0.11462633078518006,0.09725322028159403,1803,1863,-60,60,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2215056973805483,0.0,1.0,53.0,1.0,127.91442285985408,132.248906145649,1.0,1.0,0.17186823879887392,0.0
230202,TACNA,CANDARAVE,CAIRANI,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.0,63.22131654498179,62.92111203967043,1.0,1.0,0.0506484740881968,0.1786656746386952,0.20993728596613084,0.11465707436344601,0.13029288002716383,1802,1800,2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2552366780552789,0.0,1.0,25.0,1.0,63.22131654498179,62.92111203967043,1.0,1.0,0.29991040852304407,0.0
160704,LORETO,DATEM DEL MARAÑON,MORONA,0.0,0.0,0.0,0.0,0.0,80.0,80.0,1.0,107.06244466086171,100.19969514187387,1.0,1.0,0.1105483143082043,0.1190284321678583,0.1511481316386768,0.1147883732380313,0.13084822297344056,1801,1799,2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.2210966286164087,0.0,0.1700406173826547,0.0,1.0,80.0,1.0,115.89685372115903,102.48876506381201,1.0,1.0,0.21592590234096687,0.0
151032,LIMA,YAUYOS,VIÑAC,0.0,0.0,0.0,0.0,0.0,97.0,97.0,1.0,61.065821441326165,61.80429899258227,1.0,1.0,0.0506484740881968,0.1809535957511198,0.6273580981472122,0.1158010349196583,0.3390032861177045,1800,1261,539,539,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.1012969481763936,0.0,0.258505136787314,0.0,1.0,97.0,1.0,22.86756248380749,23.41783391050249,0.8350515463917526,0.0,0.46765442592458883,1.0
151003,LIMA,YAUYOS,ALLAUCA,0.0,0.0,0.0,0.0,0.0,55.0,55.0,1.0,59.90535995527125,61.41797589569939,1.0,1.0,0.0506484740881968,0.1817545053416617,0.5013376627011685,0.11620148971492926,0.2759930683946827,1799,1427,372,372,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.1012969481763936,0.0,0.2596492933452311,0.0,1.0,55.0,1.0,26.61422881337914,28.334521467899965,0.7454545454545455,0.34545454545454546,0.43567718048218884,0.6545454545454545
150902,LIMA,OYON,ANDAJES,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1.0,54.48670402656369,53.037205846193984,1.0,1.0,0.0319556292752363,0.2004694941357663,0.7256434044986617,0.1162125617055013,0.378799516886949,1798,925,873,873,False,False,False,True,False,Observed low geospatial access,Very low availability,Medium availability,0.0639112585504727,0.0,0.2863849916225234,0.0,1.0,28.0,1.0,8.00554417451742,9.911367039834548,0.0,0.0,0.6080620064266595,1.0
250203,UCAYALI,ATALAYA,TAHUANIA,16.0,1.0,1.0,0.0,0.0,94.0,94.0,1.0,82.71966828022846,81.92693942811465,1.0,1.0,0.0897107931332828,0.1448767519794035,0.19230722045255952,0.11729377255634316,0.14100900679292117,1797,1762,35,35,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.1794215862665657,0.0,0.2069667885420051,0.0,1.0,94.0,1.0,73.08602200536355,72.85760280255215,1.0,1.0,0.2747246006465136,0.0
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,0.0,0.0,0.0,0.0,0.0,42.0,42.0,1.0,59.45853703713989,60.32789770459392,1.0,1.0,0.0506484740881968,0.1840414264898427,0.30037155628828754,0.11734495028901976,0.17551001518824216,1796,1620,176,176,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1012969481763936,0.0,0.2629163235569182,0.0,1.0,42.0,1.0,37.93045234217505,37.49951244898158,1.0,0.9047619047619048,0.38828589673837,0.09523809523809523
080802,CUSCO,ESPINAR,CONDOROMA,2.0,1.0,1.0,0.0,0.0,219.0,219.0,1.0,51.11478747715581,52.08609943642451,1.0,1.0,0.0319556292752363,0.2027744870151157,0.2121573347756699,0.11736505814517599,0.12205648202545309,1795,1833,-38,38,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2896778385930224,0.0,1.0,219.0,1.0,62.09162726425686,61.76860513338519,1.0,1.0,0.30308190682238556,0.0
151014,LIMA,YAUYOS,HUANCAYA,0.0,0.0,0.0,0.0,0.0,35.0,35.0,1.0,51.04568645763285,51.76390781390139,1.0,1.0,0.0319556292752363,0.2035646882877885,0.23334276228343345,0.1177601587815124,0.13264919577933487,1794,1796,-2,2,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2908066975539836,0.0,1.0,35.0,1.0,51.11732442430905,51.76390781390139,1.0,1.0,0.3333468032620478,0.0
150303,LIMA,CAJATAMBO,GORGOR,0.0,0.0,0.0,0.0,0.0,232.0,232.0,1.0,51.04164354955896,51.64217397071481,1.0,1.0,0.0319556292752363,0.203864507106104,0.5566926947910231,0.11791006819067014,0.2943241620331297,1793,1393,400,400,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2912350101515772,0.0,1.0,232.0,1.0,24.833610676833633,24.380306300760537,0.8060344827586207,0.21982758620689655,0.46091567236156017,0.7801724137931034
100505,HUANUCO,HUAMALIES,JIRCAN,2.0,1.0,1.0,0.0,0.0,80.0,80.0,1.0,52.12647648003455,51.28244085628712,1.0,1.0,0.0319556292752363,0.2047545639981709,0.25765175160378595,0.1183550966367036,0.14480369043951113,1792,1746,46,46,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2925065199973871,0.0,1.0,80.0,1.0,43.1148646096098,42.23283348827664,1.0,1.0,0.36807393086255136,0.0
151029,LIMA,YAUYOS,TAURIPAMPA,0.0,0.0,0.0,0.0,0.0,56.0,56.0,1.0,51.1709288705185,50.66783071411033,1.0,1.0,0.0319556292752363,0.2062895067658656,0.44112673988693213,0.11912256802055095,0.23654118458108422,1791,1494,297,297,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2946992953798081,0.0,1.0,56.0,1.0,29.443251608815867,30.448364850157915,0.875,0.5178571428571429,0.4235484039201072,0.4821428571428571
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,0.0,0.0,0.0,0.0,0.0,43.0,43.0,1.0,86.74377067694428,90.247411588971,1.0,1.0,0.1061543026792127,0.132465731503254,0.1665085907512632,0.11931001709123334,0.13633144671523795,1790,1782,8,8,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.2123086053584255,0.0,0.189236759290363,0.0,1.0,43.0,1.0,86.74377067694428,90.24741158897099,1.0,1.0,0.23786941535894746,0.0
151028,LIMA,YAUYOS,TANTA,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1.0,50.90355333454407,50.208751746314704,1.0,1.0,0.0319556292752363,0.2074479820759474,0.2369931213728664,0.11970180567559184,0.13447437532405135,1789,1790,-1,1,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2963542601084963,0.0,1.0,28.0,1.0,50.90355333454407,50.208751746314704,1.0,1.0,0.33856160196123775,0.0
040312,AREQUIPA,CARAVELI,QUICACHA,0.0,0.0,0.0,0.0,0.0,54.0,54.0,1.0,51.013867996446805,50.1806942710129,1.0,1.0,0.0319556292752363,0.2075191208601619,0.23705999298282815,0.11973737506769909,0.13450781112903223,1788,1789,-1,1,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2964558869430884,0.0,1.0,54.0,1.0,51.013867996446805,50.180694271012904,1.0,1.0,0.3386571328326117,0.0
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.0,50.314662096787295,50.13974454621621,1.0,1.0,0.0319556292752363,0.2076230175349867,0.23715765754080337,0.11978932340511149,0.13455664340801984,1787,1788,-1,1,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.2966043107642667,0.0,1.0,23.0,1.0,50.314662096787295,50.13974454621621,1.0,1.0,0.3387966536297191,0.0
151009,LIMA,YAUYOS,CHOCOS,0.0,0.0,0.0,0.0,0.0,57.0,57.0,1.0,51.03618559010106,50.0287808036474,1.0,1.0,0.0319556292752363,0.2079049708295612,0.6562200075222604,0.11993030005239874,0.34408781839874836,1786,1230,556,556,False,False,False,True,False,Observed low geospatial access,Very low availability,Low availability,0.0639112585504727,0.0,0.2970071011850875,0.0,1.0,57.0,1.0,17.03449226229295,18.27430044006514,0.3157894736842105,0.0,0.5088857250318006,1.0
040403,AREQUIPA,CASTILLA,AYO,2.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,51.29210343412967,49.70163343681791,1.0,1.0,0.0319556292752363,0.2087398183180298,0.2391828116959433,0.12034772379663304,0.1355692204855898,1785,1786,-1,1,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2981997404543283,0.0,1.0,10.0,1.0,50.886929467943,49.297963440981924,1.0,1.0,0.34168973099420474,0.0
100502,HUANUCO,HUAMALIES,ARANCAY,4.0,1.0,1.0,0.0,0.0,26.0,26.0,1.0,49.42349320648559,49.40041118772177,1.0,1.0,0.0319556292752363,0.2095132846695104,0.2425627402851894,0.12073445697237335,0.13725918478021285,1784,1776,8,8,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.2993046923850149,0.0,1.0,26.0,1.0,47.293067518689064,47.92380020427724,1.0,1.0,0.34651820040741343,0.0
160305,LORETO,LORETO,URARINAS,0.0,0.0,0.0,0.0,0.0,159.0,159.0,1.0,86.13262428751068,94.7495434257284,1.0,0.981132075471698,0.1105483143082043,0.1318746606215924,0.24724031093865687,0.12121148746489835,0.17889431262343058,1783,1611,172,172,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.2210966286164087,0.0,0.1803061189472883,0.0188679245283018,1.0,159.0,1.0,60.780123882054745,69.38481345963436,0.9433962264150944,0.8364779874213837,0.28311958166438855,0.16352201257861632
040602,AREQUIPA,CONDESUYOS,ANDARAY,2.0,1.0,1.0,0.0,0.0,49.0,49.0,1.0,48.61089746753141,48.88229950169229,1.0,1.0,0.0319556292752363,0.2108545485186248,0.24095179266336877,0.12140508889693055,0.13645371096930253,1782,1781,1,1,True,False,False,True,False,Missing-dominant activity,Very low availability,Very low availability,0.0639112585504727,0.0,0.3012207835980355,0.0,1.0,49.0,1.0,48.347321210228266,48.574009708654536,1.0,1.0,0.3442168466619554,0.0
230201,TACNA,CANDARAVE,CANDARAVE,0.0,0.0,0.0,0.0,0.0,148.0,148.0,1.0,67.02643733683423,68.02050888746899,1.0,1.0,0.0741986734039763,0.1687028150718484,0.18592072437464283,0.12145074423791236,0.13005969888930957,1781,1802,-21,21,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.1483973468079527,0.0,0.2410040215312121,0.0,1.0,148.0,1.0,77.36624882844566,76.82636262461999,1.0,1.0,0.26560103482091835,0.0
230404,TACNA,TARATA,ESTIQUE PAMPA,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,47.592534239023365,48.72013131937075,1.0,1.0,0.0319556292752363,0.2112772260154566,0.2405926727286938,0.12161642764534644,0.13627415100196505,1780,1783,-3,3,False,False,False,True,False,Observed low geospatial access,Very low availability,Very low availability,0.0639112585504727,0.0,0.3018246085935094,0.0,1.0,12.0,1.0,47.592534239023365,48.72013131937075,1.0,1.0,0.3437038181838483,0.0
