ubigeo,departamento,provincia,distrito,total_facilities,emergency_proxy_facilities,facilities_missing_coords,c1_rows,reporting_ipress_count,total_emergency_attentions,total_emergency_attended,atenciones_missing_rows,atendidos_missing_rows,atenciones_zero_rows,atendidos_zero_rows,atenciones_missing_share,atendidos_missing_share,atenciones_zero_share,atendidos_zero_share,activity_quality_tag,facility_component,activity_component,q1_territorial_availability_score,availability_level,rank_best_to_worst,rank_worst_to_best
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,6.0,0.0,0.0,70.0,6.0,512.0,460.0,8.0,8.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0.0,Missing activity values present,0.17942158626656576,0.5274539185375544,0.3534377524020601,Very high availability,298,246
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,3.0,1.0,0.0,58.0,1.0,308.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.21624840888394695,0.48893017741373423,0.3525892931488406,Very high availability,299,245
030403,APURIMAC,AYMARAES,CARAYBAMBA,2.0,0.0,0.0,60.0,2.0,1962.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.10129694817639363,0.6009368879050636,0.35111691804072864,Very high availability,300,244
250301,UCAYALI,PADRE ABAD,PADRE ABAD,15.0,1.0,1.0,65.0,9.0,71.0,60.0,15.0,15.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,Missing activity values present,0.3440709259848924,0.3574058667047405,0.35073839634481646,Very high availability,301,243
030413,APURIMAC,AYMARAES,SORAYA,2.0,0.0,0.0,57.0,2.0,1836.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.10129694817639363,0.595054078455898,0.3481755133161458,Very high availability,302,242
150512,LIMA,CA?ETE,QUILMANA,2.0,0.0,1.0,135.0,1.0,1232.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.10129694817639363,0.592834502249973,0.34706572521318335,Very high availability,303,241
150701,LIMA,HUAROCHIRI,MATUCANA,1.0,1.0,0.0,55.0,1.0,597.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.15233715033347422,0.5414701717830022,0.3469036610582382,Very high availability,304,240
060501,CAJAMARCA,CONTUMAZA,CONTUMAZA,6.0,1.0,1.0,64.0,6.0,145.0,135.0,18.0,18.0,0.0,0.0,0.28125,0.28125,0.0,0.0,Missing activity values present,0.26784747804956727,0.4218693367774354,0.3448584074135013,Very high availability,305,239
021905,ANCASH,SIHUAS,CHINGALPO,2.0,0.0,0.0,206.0,2.0,1734.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.10129694817639363,0.5863490968174022,0.34382302249689795,Very high availability,306,238
120704,JUNIN,TARMA,HUASAHUASI,7.0,1.0,0.0,78.0,7.0,119.0,114.0,30.0,30.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.0,0.0,Missing activity values present,0.28015966743441967,0.40639534388143256,0.34327750565792614,Very high availability,307,237
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,8.0,1.0,0.0,71.0,8.0,103.0,98.0,28.0,28.0,0.0,0.0,0.39436619718309857,0.39436619718309857,0.0,0.0,Missing activity values present,0.29101978813578877,0.3938963655506149,0.34245807684320184,Very high availability,308,236
150716,LIMA,HUAROCHIRI,SAN ANTONIO,7.0,0.0,1.0,131.0,8.0,319.0,319.0,15.0,15.0,0.0,0.0,0.11450381679389313,0.11450381679389313,0.0,0.0,Missing activity values present,0.19173377565141816,0.4919131919143066,0.34182348378286237,Very high availability,309,235
140113,LAMBAYEQUE,CHICLAYO,REQUE,4.0,0.0,1.0,59.0,1.0,1015.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No missing or zero activity values,0.14839734680795277,0.5339898024022212,0.341193574605087,Very high availability,310,234
